T:	0.015	S:	3374	M:	2778	H:	1180	R:	40	L:	5
T:	0.03	S:	3374	M:	2778	H:	1180	R:	40	L:	5
T:	0.045	S:	3374	M:	2778	H:	1180	R:	40	L:	5
T:	0.06	S:	3374	M:	2778	H:	1179	R:	40	L:	5
T:	0.075	S:	3374	M:	2778	H:	1179	R:	40	L:	5
T:	0.09	S:	3374	M:	3477	H:	1179	R:	69	L:	37
T:	0.105	S:	3374	M:	3477	H:	1179	R:	69	L:	37
T:	0.12	S:	3374	M:	3477	H:	1179	R:	69	L:	37
T:	0.135	S:	3374	M:	3477	H:	1181	R:	69	L:	37
T:	0.15	S:	3374	M:	3477	H:	1181	R:	69	L:	37
T:	0.165	S:	3374	M:	3477	H:	1181	R:	69	L:	37
T:	0.18	S:	3374	M:	3414	H:	1181	R:	67	L:	38
T:	0.195	S:	3374	M:	3414	H:	1181	R:	67	L:	38
T:	0.21	S:	3374	M:	3414	H:	1181	R:	67	L:	38
T:	0.225	S:	3374	M:	3414	H:	1181	R:	67	L:	38
T:	0.24	S:	3374	M:	3414	H:	1181	R:	67	L:	38
T:	0.255	S:	3374	M:	3561	H:	1182	R:	73	L:	38
T:	0.27	S:	3374	M:	3561	H:	1182	R:	73	L:	38
T:	0.285	S:	3374	M:	3561	H:	1182	R:	73	L:	38
T:	0.3	S:	3374	M:	3561	H:	1182	R:	73	L:	38
T:	0.315	S:	3374	M:	3561	H:	1182	R:	73	L:	38
T:	0.33	S:	3374	M:	3465	H:	1187	R:	69	L:	38
T:	0.345	S:	3374	M:	3465	H:	1187	R:	69	L:	38
T:	0.36	S:	3374	M:	3465	H:	1187	R:	69	L:	38
T:	0.375	S:	3374	M:	3465	H:	1187	R:	69	L:	38
T:	0.39	S:	3374	M:	3465	H:	1187	R:	69	L:	38
T:	0.405	S:	3374	M:	3465	H:	1187	R:	69	L:	38
T:	0.42	S:	3374	M:	3948	H:	1187	R:	89	L:	37
T:	0.435	S:	3374	M:	3948	H:	1187	R:	89	L:	37
T:	0.45	S:	3374	M:	3948	H:	1205	R:	89	L:	37
T:	0.465	S:	3374	M:	3948	H:	1205	R:	89	L:	37
